Tweet,Fecha,Locacion,Longitud(V1),Latitud(V1),Longitud(V2),Latitud(V2),Longitud(V3),Latitud(V3),Longitud(V4),Latitud(V4)
@driviello Si me compras un Nintendo se te quita la comezón 👀,Wed Apr 22 01:42:20 +0000 2020,"Solidaridad, Quintana Roo",-87.777003,20.356869,-87.777003,20.812192,-86.916961,20.812192,-86.916961,20.356869
"Consejo del día: 
Usen cubrebocas 😷si de repente sienten comezón en la nariz👃rásquense sin problema alguno, pero no… https://t.co/q85MNzOHln",Wed Apr 22 17:52:26 +0000 2020,"Cuauhtémoc, Distrito Federal",-99.18435,19.399835,-99.18435,19.465837,-99.122382,19.465837,-99.122382,19.399835
¿También les pasa que les pica el dedo de una mano y se los rascan y no se les quita la comezón porque era el dedo de a lado?,Wed Apr 22 19:24:36 +0000 2020,"Benito Juárez, Distrito Federal",-99.191996,19.357102,-99.191996,19.404124,-99.130965,19.404124,-99.130965,19.357102
"Una fuerte comezón en la ingle te obligó a ir al baño y descubrirlo con tus propios ojos. Rojo e hinchado, te encon… https://t.co/B2fy3hhS4w",Wed Apr 22 23:07:32 +0000 2020,"Miguel Hidalgo, Distrito Federal",-99.259495,19.386371,-99.259495,19.473498,-99.163526,19.473498,-99.163526,19.386371
"Mendigo ataque de estornudos y comezón en la oreja. Andaba como loca, buscando la loratadina.",Thu Apr 23 23:27:40 +0000 2020,"Victoria, Tamaulipas",-99.42842,23.389556,-99.42842,23.982312,-98.947388,23.982312,-98.947388,23.389556
"@anavibibi Pues, que se rasquen donde tengan la comezón mas fuerte.. Me avisan porfa...",Fri Apr 24 01:11:01 +0000 2020,"Atizapán de Zaragoza, México",-99.330259,19.51799,-99.330259,19.611185,-99.208125,19.611185,-99.208125,19.51799
"17 Diciembre del 2015 
.
.
Victor, Chuy y yo. 
.

Tocábamos Comezón y Bule Bule. en Carpa Astros https://t.co/eBt54kbTA4",Fri Apr 24 01:44:07 +0000 2020,"Tlalpan, Distrito Federal",-99.315748,19.087511,-99.315748,19.311459,-99.10098,19.311459,-99.10098,19.087511
"Odio que me dé comezón y no saber dónde??
Ya me rasque todo el brazo y aun no se exacto dónde siento molestia",Fri Apr 24 01:57:51 +0000 2020,"Azcapotzalco, Distrito Federal",-99.221136,19.456367,-99.221136,19.5152,-99.143116,19.5152,-99.143116,19.456367
Traigo una comezón que se llaman #mercadolibre 💸💸💸,Fri Apr 24 02:26:26 +0000 2020,"Miguel Hidalgo, Distrito Federal",-99.259495,19.386371,-99.259495,19.473498,-99.163526,19.473498,-99.163526,19.386371
@mireyasarahi Aparte tengo comezón en la nariz 😭,Fri Apr 24 02:38:17 +0000 2020,"Benito Juárez, Distrito Federal",-99.191996,19.357102,-99.191996,19.404124,-99.130965,19.404124,-99.130965,19.357102
"Ya subí de peso, tanto, que mis pantalones ya me aprietan de la cintura, y ya hasta me da comezon donde va el botón.
Oscilio!!!",Fri Apr 24 15:56:55 +0000 2020,"Ecatepec de Morelos, México",-99.118665,19.484399,-99.118665,19.652161,-98.970224,19.652161,-98.970224,19.484399
"@varonguzy @chairoantifacho Les da mucha comezón en el fundillo,  por todos los gusanos que tienen en la panza y se les suben al cerebro.",Fri Apr 24 17:48:21 +0000 2020,"Benito Juárez, Distrito Federal",-99.191996,19.357102,-99.191996,19.404124,-99.130965,19.404124,-99.130965,19.357102
@maria29torre @AnaliaMZ Ay va la comezón de nuevo..... https://t.co/AoSuJXbCB0,Sat Apr 25 03:32:30 +0000 2020,"San Luis Potosí, México",-101.169792,21.959357,-101.169792,22.662882,-100.74123,22.662882,-100.74123,21.959357
Me esta empezando a dar perra comezon y ahora si me voy a matae,Sat Apr 25 05:42:04 +0000 2020,"San Nicolás de los Garza, Nuevo León",-100.337498,25.702823,-100.337498,25.770607,-100.20345,25.770607,-100.20345,25.702823
"Claro que me tenía que dar un ataque de comezón en la nariz hoy en el súper, claro que sí",Tue Mar 31 14:34:00 +0000 2020,"Torreón, Coahuila de Zaragoza",-103.511379,24.793821,-103.511379,25.694625,-102.954881,25.694625,-102.954881,24.793821
"Pues para no existir @martinezmau creó qué les causa mucha comezón... digo, cómo para qué andes pensando en pedir q… https://t.co/Opbshh0yTB",Tue Mar 31 19:16:18 +0000 2020,"Cuauhtémoc, Distrito Federal",-99.18435,19.399835,-99.18435,19.465837,-99.122382,19.465837,-99.122382,19.399835
